BBL,Address,AllApps,grantedfullpart,grantedfull,Denied,CONH,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014
1018890072,299 RIVERSIDE DR,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1018890076,294 RIVERSIDE DR,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1018900015,865 W END AVE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1018910054,925 W END AVE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018920016,949 W END AVE,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1018930011,321 W 108TH ST,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1019010001,1925 7TH AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019020061,160 W 118TH ST,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1019070037,102 W 123RD ST,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019320061,286 W 127TH ST,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1019410032,2306 7TH AVE,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019430020,388 MANHATTAN AVE,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1019430022,319 W 116TH ST,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1019430045,322 W 117TH ST,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1019430047,392 MANHATTAN AVE,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1019440053,348 W 118TH ST,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1019440055,352 W 118TH ST,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1019520011,301 SAINT NICHOLAS AVE,2,2,0,0,yes,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1019530053,360 W 127TH ST,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1019540050,343 SAINT NICHOLAS AVE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1019580038,456 SAINT NICHOLAS AVE,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1019690050,408 W 130TH ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019700058,106 CONVENT AVE,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1019700060,110 CONVENT AVE,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1019760048,520 W 122ND ST,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1019770018,521 W 122ND ST,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1019770033,1268 AMSTERDAM AVE,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1019770041,520 W 123RD ST,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1019770044,524 W 123RD ST,2,2,1,0,yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1019870051,522 W 134TH ST,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1019880016,519 W 134TH ST,2,1,0,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1019880044,510 W 135TH ST,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1019880080,531 W 135TH ST,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1019880101,505 W 135TH ST,2,1,0,1,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1019930015,3105 TO 3113 BROADWAY,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1019930106,186 CLAREMONT AVE,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1019930107,184 CLAREMONT AVE,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1019930112,180 CLAREMONT AVE,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1019940069,191 CLAREMONT AVE,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1019950001,550 RIVERSIDE DR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020020011,629 W 135TH ST,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1020020034,600 W 136TH ST,2,2,1,0,yes,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1020020061,620 TO 622 W 137TH ST,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1020020069,593 RIVERSIDE DR,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1020060042,112 W 138TH ST,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1020070036,100 W 139TH ST,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020070049,124 W 139TH ST,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1020110026,117 TO 119 W 142ND ST,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1020230028,2340 7TH AVE,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1020320005,273 W 146TH ST,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1020320006,271 W 146TH ST,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1020320007,269 W 146TH ST,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1020320008,267 W 146TH ST,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1020320009,265 W 146TH ST,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1020350001,210 TO 226 W 150TH ST,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1020470021,242 BRADHURST AVE,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1020470025,303 W 154TH ST,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1020480041,622 SAINT NICHOLAS AVE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1020500007,289 CONVENT AVE,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1020510020,634 SAINT NICHOLAS AVE,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1020510035,666 SAINT NICHOLAS AVE,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1020530111,2 TO 4 SAINT NICHOLAS PL,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1020540046,379 TO 381 EDGECOMBE AVE,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1020540049,385 EDGECOMBE AVE,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1020570039,260 CONVENT AVE,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1020580047,310 CONVENT AVE,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1020610060,460 W 147TH ST,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1020680002,1883 AMSTERDAM AVE,2,1,1,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1020680011,449 W 153RD ST,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1020710061,556 W 140TH ST,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1020720039,87 HAMILTON PL,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1020730001,561 W 141ST ST,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1020740001,547 W 142ND ST,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1020740049,516 TO 518 W 143RD ST,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1020740061,538 TO 540 W 143RD ST,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1020830058,584 W 152ND ST,2,1,0,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1020860020,607 W 137TH ST,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1020860024,605 W 137TH ST,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1020860029,601 W 137TH ST,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1020860037,602 W 138TH ST,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1020870093,601 W 139TH ST,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1020880019,619 W 140TH ST,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1020880047,622 W 141ST ST,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1020880091,601 W 141ST ST,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1020880106,618 W 142ND ST,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1020900040,612 W 144TH ST,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1020907502,668 RIVERSIDE DR,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1020927501,680 RIVERSIDE DR,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1020950046,620 W 149TH ST,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1020970034,3657 BROADWAY,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1020970040,628 W 151ST ST,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1020980029,601 W 151ST ST,2,2,2,0,yes,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1020980036,3671 BROADWAY,2,1,0,1,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021090034,555 EDGECOMBE AVE,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1021090088,450 W 162ND ST,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1021100024,596 EDGECOMBE AVE,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1021140028,516 W 156TH ST,2,2,1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1021150044,515 TO 519 W 156TH ST,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1021150049,525 W 156TH ST,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021160052,527 W 157TH ST,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1021170051,525 W 158TH ST,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1021210039,2108 AMSTERDAM AVE,2,1,0,1,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021220052,560 W 163RD ST,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1021220062,562 W 164TH ST,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1021220150,530 W 163RD ST,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1021270056,509 W 170TH ST,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1021290011,566 W 173RD ST,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1021290014,562 W 173RD ST,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021300008,590 W 174TH ST,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021300023,563 W 173RD ST,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021300036,530 W 174TH ST,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1021310044,500 W 175TH ST,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1021320018,227 AUDUBON AVE,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1021330016,214 AUDUBON AVE,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1021330024,561 W 175TH ST,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1021330060,599 W 177TH ST,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021330066,598 W 178TH ST,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1021347501,801 RIVERSIDE DR,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1021350013,839 TO 843 RIVERSIDE DR,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021350020,853 RIVERSIDE DR,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021350060,158-18 TO 159-00 RIVERSIDE DR W,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021360020,838 TO 844 RIVERSIDE DR,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1021360120,674 W 161ST ST,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1021360160,667 W 161ST ST,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021360175,666 W 162ND ST,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1021370011,601 W 160TH ST,2,2,0,0,yes,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1021370052,56 TO 64 FORT WASHINGTON A,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1021370147,615 W 164TH ST,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021380175,625 W 169TH ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021390181,251 FORT WASHINGTON AVE,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1021390200,271 FORT WASHINGTON AVE,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1021390204,275 FORT WASHINGTON AVE,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021390310,295 FORT WASHINGTON AVE,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021390335,725 W 172ND ST,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1021390542,835 W 176TH ST,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1021390584,353 FORT WASHINGTON AVE,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021410013,611 W 171ST ST,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1021420038,656 W 171ST ST,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021420058,651 W 171ST ST,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1021420061,643 W 171ST ST,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1021420075,630 W 172ND ST,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021420168,344 FORT WASHINGTON AVE,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1021420217,700 W 176TH ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021420224,701 W 175TH ST,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021430005,11 WADSWORTH AVE,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021430021,609 W 173RD ST,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1021430062,609 W 174TH ST,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1021440053,601 W 176TH ST,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1021490056,24 TO 36 LAUREL HILL TER,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1021490097,490 W 187TH ST,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1021490104,475 W 186TH ST,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021490108,485 W 187TH ST,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021520043,504 W 180TH ST,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1021530057,561 W 180TH ST,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1021530080,541 TO 547 W 180TH ST,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1021540043,570 W 183RD ST,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021540077,556 W 184TH ST,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1021550095,505 W 183RD ST,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1021560025,511 W 184TH ST,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1021560037,407 AUDUBON AVE,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1021560068,431 AUDUBON AVE,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1021580040,570 W 189TH ST,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1021580043,562 W 189TH ST,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1021580057,565 W 188TH ST,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1021580073,562 W 190TH ST,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1021590005,449 AUDUBON AVE,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1021610001,599 W 190TH ST,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021610110,568 W 192ND ST,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1021650053,615 W 183RD ST,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021650059,612 W 184TH ST,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1021650061,608 W 184TH ST,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1021660033,245 TO 247 WADSWORTH AVE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021660044,600 W 186TH ST,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021670024,220 WADSWORTH AVE,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1021670027,649 W 184TH ST,2,1,1,1,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1021680011,608 W 188TH ST,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1021680051,601 W 188TH ST,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1021680056,609 W 188TH ST,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1021680066,620 W 190TH ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021690001,617 W 190TH ST,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021690012,371 WADSWORTH AVE,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1021700016,658 TO 666 W 188TH ST,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021700105,11 TO 19 HILLSIDE AVE,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1021700260,374 WADSWORTH AVE,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1021700275,358 WADSWORTH AVE,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1021700336,46 TO 52 WADSWORTH TER,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1021710028,36 ELLWOOD ST,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1021710042,2 ELLWOOD ST,2,0,0,1,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021710066,1 BOGARDUS PL,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1021720032,4646 TO 4648 BROADWAY,2,2,1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1021720100,609 W 196TH ST,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1021730029,151 NAGLE AVE,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1021740034,73 TO 75 SHERMAN AVE,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1021740088,112 NAGLE AVE,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1021740125,38 TO 48 SICKLES ST,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021740131,30 TO 36 SICKLES ST,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1021740135,14 TO 28 SICKLES ST,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1021740187,17 ARDEN ST,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1021740191,29 ARDEN ST,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021740211,40 THAYER ST,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1021740217,24 THAYER ST,2,2,1,0,yes,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1021750088,65 ARDEN ST,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1021750192,75 THAYER ST,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1021760001,723 W 177TH ST,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021760009,400 FORT WASHINGTON AVE,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1021760011,718 W 178TH ST,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1021760026,705 W 179TH ST,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021760128,708 TO 714 W 181ST ST,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1021760152,719 W 180TH ST,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1021770018,385 FORT WASHINGTON AVE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1021770023,395 FORT WASHINGTON AVE,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1021770145,803 W 180TH ST,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1021770152,435 FORT WASHINGTON AVE,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1021790005,1380 RIVERSIDE DR,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1021790095,105 PINEHURST AVE,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1021790199,165 PINEHURST AVE,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1021790274,220 CABRINI BLVD,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021790415,265 CABRINI BLVD,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1021800025,518 FORT WASHINGTON AVE,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021800039,590 FORT WASHINGTON AVE,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1021800069,44 BENNETT AVE,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021800070,24 TO 42 BENNETT AVE,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1021800090,1 TO 15 BENNETT AVE,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1021800178,739 W 186TH ST,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021800199,110 BENNETT AVE,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1021800483,165 BENNETT AVE,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1021800610,700 FORT WASHINGTON AVE,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1021807505,105 TO 115 BENNETT AVE,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1022150230,110 TO 116 TERRACE VIEW AVE,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1022150442,108 W 227TH ST,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1022220007,201 TO 211 SHERMAN AVE,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1022220017,221 SHERMAN AVE,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1022240009,19 VERMILYEA AVE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022270029,232 SHERMAN AVE,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1022360008,4960 BROADWAY,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1022360017,560 TO 568 ISHAM ST,2,2,0,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1022370008,1 TO 9 SEAMAN AVE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022390005,73 TO 75 SEAMAN AVE,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1022390007,77 TO 79 SEAMAN AVE,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1022420067,631 W 207TH ST,2,2,1,0,yes,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1022430030,5009 BROADWAY,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1022430378,560 W 218TH ST,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1022460125,1795 RIVERSIDE DR,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
